line_id	donor	clone	replicate	ips_received	ips_started	passage_received	received_as	media	EB_formation	passage_diff	diff_start	salmonella_date	atac_date	flow_date	medium_changes	terminated	status	comment	mean_purity	max_purity	genotype_id	open_access	sex	ips_culture_days	passage_diff_bins
zaui_3	zaui	3	1	2015-01-14	2015-09-15	33	frozen	E8	2015-10-08	38	2015-10-11	2015-11-18	2015-11-18	2015-11-27	9	2015-11-30	Success	NA	0.892098004218725	0.899399643030991	HPSI0513i-zaui_3	0	female	23	30
bipt_1	bipt	1	1	2015-06-11	2015-08-25	25	frozen	E8	2015-09-19	29	2015-09-22	NA	NA	NA	9	2015-11-06	Diff_fail	E8 cells thawn directly on MEFs.	NA	NA	HPSI0314i-bipt_1	1	male	25	20
diku_1	diku	1	1	2015-06-11	2015-09-15	33	frozen	E8	2015-10-12	38	2015-10-15	2015-11-13	2015-11-13	2015-11-17	6	2015-11-11	Success	NA	0.9917225950783	0.993959731543624	HPSI0913i-diku_1	1	female	27	30
dons_1	dons	1	1	2015-06-11	2015-06-11	44	frozen	E8	2015-06-30	48	2015-07-03	NA	NA	NA	7	2015-08-11	Diff_fail	NA	NA	NA	HPSI1113i-dons_1	1	female	19	40
eipl_1	eipl	1	1	2015-06-11	2015-06-11	34	frozen	E8	2015-06-27	38	2015-06-30	2015-08-04	2015-08-04	2015-07-30	7	2015-08-08	Success	NA	0.948499515972895	0.961858664085189	HPSI0114i-eipl_1	1	female	16	30
fikt_3	fikt	3	1	2015-09-02	2015-09-14	37	frozen	E8	2015-09-30	41	2015-10-03	2015-11-05	2015-11-05	2015-11-03	5	2015-10-28	Success	NA	0.98604371736217	0.993622625814502	HPSI0114i-fikt_3	1	female	16	40
hayt_1	hayt	1	1	2015-06-11	2015-08-07	42	frozen	E8	2015-09-09	48	2015-09-12	2015-10-09	2015-10-09	2015-10-16	6	2015-10-14	Success	NA	0.950323688730347	0.974237019421324	HPSI1113i-hayt_1	1	male	33	40
heja_1	heja	1	1	2015-06-11	2015-06-11	32	frozen	E8	2015-06-26	36	2015-06-29	2015-08-12	2015-08-12	2015-08-13	9	2015-08-12	Success	NA	0.937208315655494	0.94548154433602	HPSI0214i-heja_1	1	male	15	30
kehc_2	kehc	2	1	2015-06-11	2015-06-11	28	frozen	E8	2015-06-26	32	2015-06-29	NA	NA	2015-08-05	8	2015-08-11	FC_QC_fail	NA	0.841707717569787	0.857799671592775	HPSI0214i-kehc_2	1	female	15	30
kucg_2	kucg	2	1	2015-06-11	2015-08-25	29	frozen	E8	2015-09-18	33	2015-09-21	NA	NA	2015-10-28	8	2015-11-02	FC_QC_fail	E8 cells thawn directly on MEFs.	0.795571140983181	0.799922072861874	HPSI0214i-kucg_2	1	male	24	30
oevr_3	oevr	3	1	2015-06-11	2015-08-07	35	frozen	E8	2015-08-27	39	2015-08-30	2015-10-14	2015-10-09	2015-10-16	8	2015-10-12	Success	NA	0.948616125150421	0.955234657039711	HPSI0114i-oevr_3	1	male	20	30
pelm_3	pelm	3	1	2015-06-11	2015-06-11	30	frozen	E8	2015-06-30	34	2015-07-03	2015-08-12	2015-08-12	2015-08-13	8	2015-08-12	Success	NA	0.959846519671422	0.961738002594034	HPSI0214i-pelm_3	1	female	19	30
qonc_2	qonc	2	1	2015-06-11	2015-08-20	27	frozen	E8	2015-09-20	33	2015-09-23	NA	NA	NA	7	2015-11-02	Diff_fail	NA	NA	NA	HPSI0314i-qonc_2	1	female	31	30
sojd_3	sojd	3	1	2015-06-11	2015-08-20	23	frozen	E8	2015-09-08	27	2015-09-11	2015-10-14	2015-10-14	2015-10-20	7	2015-10-19	Success	NA	0.892613377824966	0.921886849689064	HPSI0314i-sojd_3	1	female	19	20
uofv_1	uofv	1	1	2015-06-11	2015-08-20	47	frozen	E8	2015-09-19	52	2015-09-22	NA	NA	NA	8	2015-11-05	Diff_fail	NA	NA	NA	HPSI1113i-uofv_1	1	male	30	40
coyi_3	coyi	3	1	2015-09-02	2015-09-09	44	frozen	E8	2015-09-27	48	2015-09-30	2015-11-05	2015-11-05	2015-11-03	7	2015-11-06	Success	NA	0.983437698520737	0.984481350394773	HPSI0913i-coyi_3	0	female	18	40
eiwy_1	eiwy	1	1	2015-09-02	2015-09-15	17	frozen	E8	2015-10-20	23	2015-10-23	2015-12-02	2015-12-02	2015-11-27	7	2015-12-04	Success	NA	0.979667116509222	0.98502024291498	HPSI0214i-eiwy_1	1	female	35	20
fafq_1	fafq	1	1	2015-09-02	2015-09-02	27	frozen	E8	2015-09-13	31	2015-09-16	2015-10-14	2015-10-14	2015-10-16	5	2015-10-14	Success	NA	0.97881679389313	0.999045801526718	HPSI0314i-fafq_1	1	male	11	30
fpdj_3	fpdj	3	1	2013-10-08	2014-07-22	39	frozen	KSR	2014-08-11	43	2014-08-15	2014-09-18	NA	2014-09-19	6	2014-09-23	Success	NA	0.986781984334204	0.992493472584856	HPSI0813i-fpdj_3	0	female	20	40
fpdj_3	fpdj	3	2	2013-10-08	2014-10-03	39	frozen	KSR	2014-10-25	42	2014-10-29	2014-11-26	NA	2014-12-04	8	2014-12-19	Success	NA	0.986522295321637	0.992598684210526	HPSI0813i-fpdj_3	0	female	22	40
fpdj_3	fpdj	3	0	2013-10-08	2014-01-15	39	frozen	KSR	2014-02-03	41	2014-02-07	NA	NA	2014-05-20	15	2014-05-26	FC_QC_fail	NA	0.718303946263644	0.722292191435768	HPSI0813i-fpdj_3	0	female	19	40
guss_1	guss	1	1	2015-09-02	2015-09-15	29	frozen	E8	2015-10-13	33	2015-10-16	2015-11-18	2015-11-18	2015-11-17	5	2015-11-25	Success	NA	0.993830378866875	0.995698644421272	HPSI0813i-guss_1	0	female	28	30
hehd_2	hehd	2	1	2015-09-02	2015-09-02	36	frozen	E8	2015-09-27	41	2015-09-30	2015-11-05	2015-11-05	2015-11-17	8	2015-11-11	Success	NA	0.966033390903857	0.971358664363846	HPSI1213i-hehd_2	1	female	25	40
nukw_1	nukw	1	1	2015-09-02	2015-09-06	43	frozen	E8	2015-09-20	47	2015-09-23	2015-11-05	2015-10-27	2015-11-03	7	2015-11-05	Success	NA	0.980911882825419	0.991353649893692	HPSI0613i-nukw_1	0	female	14	40
qaqx_1	qaqx	1	1	2015-09-02	2015-09-02	16	frozen	E8	2015-09-28	20	2015-10-01	2015-11-18	2015-11-18	2015-11-27	11	2015-11-30	Success	Not enough cells on first data. Conditions A and B repeated on 07/12/15, but cells had very low purity.	0.97970166963302	0.987287058225273	HPSI0314i-qaqx_1	1	female	26	20
qolg_3	qolg	3	1	2014-10-24	2015-09-14	40	frozen	E8	2015-10-07	44	2015-10-10	2015-11-05	2015-11-13	2015-11-17	6	2015-11-11	Success	NA	0.988200125865324	0.988672120830711	HPSI1113i-qolg_3	1	male	23	40
uaqe_1	uaqe	1	1	2015-09-02	2015-09-09	20	frozen	E8	2015-09-28	24	2015-10-01	NA	2015-10-27	NA	7	2015-11-06	Success	Not enough cells for Salmonella RNA.	NA	NA	HPSI0813i-uaqe_1	0	female	19	20
